ticker,company,industry,source_sector,source_industry,classification_source,source_url
CPHI,China Pharma Holdings Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
XPON,Expion360 Inc. Common Stock,Commercial Products,Miscellaneous,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SILO,Silo Pharma Inc. Common Stock,Apparel and Accessories,Consumer Discretionary,Apparel,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BTCS,BTCS Inc. Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ANRO,Alto Neuroscience Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AMPG,Amplitech Group Inc. Common Stock,Communications and Networking,Telecommunications,Telecommunications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HURA,TuHURA Biosciences Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MYSE,Myseum.AI,Software,Technology,Software - Application,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/myse/
HCTI,Healthcare Triangle Inc. Common Stock,IT Services,Technology,EDP Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DC,Dakota Gold Corp. Common Stock,"Metals, Minerals and Mining",Basic Materials,Metal Mining,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
JSPR,Jasper Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TYRA,Tyra Biosciences Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PNBK,Patriot National Bancorp Inc. Common Stock,Commercial Banks,Finance,Major Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
FIEE,"FiEE, Inc.",Communications and Networking,Technology,Communication Equipment,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/fiee/
ORMP,Oramed Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LTRN,Lantern Pharma Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ACTU,Actuate Therapeutics Inc. Common stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SCLX,Scilex Holding Company Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AIRJ,AirJoule Technologies Corporation Class A Common Stock,Commercial Products,Industrials,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TELO,Telomir Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MGNX,MacroGenics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MSN,Emerson Radio Corporation Common Stock,Consumer Durables,Consumer Staples,Consumer Electronics/Appliances,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ONMD,OneMedNet Corp Class A Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Commercial Physical & Biological Resarch,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ORGN,Origin Materials Inc. Common Stock,Chemicals and Gases,Industrials,Major Chemicals,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IOBT,IO Biotech Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
YHGJ,Yunhong Green CTI Ltd. Common Stock,Chemicals and Gases,Industrials,Specialty Chemicals,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BGLC,BioNexus Gene Lab Corp Common stock,Healthcare Devices and Supplies,Health Care,Medical Specialities,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MIRA,MIRA Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ASPI,ASP Isotopes Inc. Common Stock,Chemicals and Gases,Industrials,Major Chemicals,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ANNA,AleAnna Inc. Class A Common Stock,"Exploration, Production and Refining",Energy,Oil & Gas Production,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ITP,IT Tech Packaging Inc. Common Stock,Containers and Packaging,Consumer Discretionary,Containers/Packaging,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NVVE,Nuvve Holding Corp. Common Stock,Commercial Products,Industrials,Electrical Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TOMZ,TOMI Environmental Solutions Inc. Common Stock,Chemicals and Gases,Industrials,Major Chemicals,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AUID,authID Inc. Common Stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MODD,Modular Medical Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ALMS,Alumis Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BOC,Boston Omaha Corporation Class A Common Stock,Other Financial Services,Finance,Real Estate,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
VANI,Vivani Medical Inc. Common Stock (DE),Healthcare Devices and Supplies,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LASE,Laser Photonics Corporation Common Stock,Commercial Products,Miscellaneous,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SIDU,Sidus Space Inc. Class A Common Stock,Communications and Networking,Telecommunications,Telecommunications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ASNS,Actelis Networks Inc. Common Stock,Communications and Networking,Telecommunications,Telecommunications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PYXS,Pyxis Oncology Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ACRV,Acrivon Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AIRT,Air T Inc. Common Stock,Commercial Transportation,Consumer Discretionary,Air Freight/Delivery Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CDZI,CADIZ Inc. Common Stock,Utilities,Utilities,Water Supply,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BBLG,Bone Biologics Corp Common Stock,Commercial Products,Health Care,Industrial Specialties,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IPSC,Century Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ELVN,Enliven Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
EQ,Equillium Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NERV,Minerva Neurosciences Inc Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PSTV,PLUS THERAPEUTICS Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DSS,DSS Inc. Common Stock,Containers and Packaging,Consumer Discretionary,Containers/Packaging,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SPAI,Safe Pro Group Inc. Common Stock,Commercial Products,Health Care,Industrial Specialties,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
JOB,GEE Group Inc. Common Stock,Commercial Services,Consumer Discretionary,Diversified Commercial Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CAMP,CAMP4 Therapeutics,Pharmaceuticals and Biotechnology,Healthcare,Biotechnology,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/camp/
INBX,Inhibrx Biosciences Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PRPO,Precipio Inc.  Common Stock,Healthcare Devices and Supplies,Industrials,Biotechnology: Laboratory Analytical Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ADIL,Adial Pharmaceuticals Inc Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NDRA,ENDRA Life Sciences Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
FBRX,Forte Biosciences Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ELDN,Eledon Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AEI,Alset Inc. Common Stock (TX),Other Financial Services,Finance,Real Estate,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
POLA,Polar Power Inc. Common Stock,Commercial Products,Miscellaneous,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IKT,Inhibikase Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SDOT,Sadot Group Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Restaurants,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RVP,Retractable Technologies Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
GCTK,GlucoTrack Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
GXAI,Gaxos.ai Inc. Common Stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BLIN,Bridgeline Digital Inc. Common Stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CNET,ZW Data Action Technologies Inc. Common Stock,IT Services,Technology,Computer Software: Programming Data Processing,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
REBN,Reborn Coffee Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Restaurants,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SCYX,SCYNEXIS Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CETX,Cemtrex Inc. Common Stock,Commercial Products,Technology,Electrical Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ABVC,ABVC BioPharma Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NIXX,Nixxy Inc. Common Stock,IT Services,Technology,EDP Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ENSC,Ensysce Biosciences Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ATER,Aterian Inc. Common Stock,Consumer Durables,Consumer Discretionary,Home Furnishings,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TVGN,Tevogen Bio Holdings Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IRD,Opus Genetics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NUAI,New Era Energy & Digital,IT Services,Technology,Digital infrastructure / Software - Infrastructure,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/nuai/
NSTS,NSTS Bancorp Inc. Common Stock,Commercial Banks,Finance,Savings Institutions,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RKDA,Arcadia Biosciences Inc. Common Stock,Agriculture,Consumer Staples,Farming/Seeds/Milling,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ZSPC,zSpace Inc. Common stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LGL,LGL Group Inc. (The) Common Stock,Commercial Products,Technology,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CDIO,Cardio Diagnostics Holdings Inc. Common stock,Healthcare Devices and Supplies,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IVVD,Invivyd Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PMNT,Perfect Moment Ltd.,Apparel and Accessories,Consumer Discretionary,Apparel Manufacturing,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/pmnt/
GTBP,GT Biopharma Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
FBIO,Fortress Biotech Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MAMO,Massimo Group Common Stock,Consumer Durables,Consumer Discretionary,Recreational vehicles/powersports,Current business fit override,https://stockanalysis.com/stocks/mamo/
IDAI,T Stamp Inc. Class A Common Stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BEEM,Beam Global Common Stock,Semiconductors,Technology,Semiconductors,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LUCY,Innovative Eyewear Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Ophthalmic Goods,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IMRX,Immuneering Corporation Class A Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BGMS,Bio Green Med Solution,Commercial Products,Industrials,Building Products & Equipment,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/bgms/
SIF,SIFCO Industries Inc. Common Stock,Commercial Products,Industrials,Aerospace,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TCRT,Alaunos Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
KORE,KORE Group Holdings Inc. Common Stock,Communications and Networking,Telecommunications,Telecommunications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TAOX,TAO Synergies,Capital Markets/Institutions,Financials,Digital asset / AI token treasury,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/taox/
SURG,SurgePays Inc. Common Stock,Media,Consumer Discretionary,Advertising,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ERNA,Ernexa Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IVDA,Iveda Solutions Inc. Common Stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BNZI,Banzai International Inc. Class A Common Stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AIMD,Ainos Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PHIO,Phio Pharmaceuticals Corp. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PLAG,Planet Green Holdings Corp. Common Stock,Consumer Non-Durables,Consumer Staples,Packaged Foods,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
EONR,EON Resources Inc. Class A Common Stock,"Exploration, Production and Refining",Energy,Oil & Gas Production,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LRHC,La Rosa Holdings Corp. Common Stock,Other Financial Services,Finance,Real Estate,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
JBIO,Jade Biosciences,Pharmaceuticals and Biotechnology,Healthcare,Biotechnology,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/jbio/
KOD,Kodiak Sciences Inc Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
YCBD,cbdMD Inc. Common Stock,Consumer Non-Durables,Consumer Discretionary,Package Goods/Cosmetics,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
